,SETTLEMENTDATE,TOTALDEMAND,RRP,Tempreture
120503,2022-04-09 06:00:00,1131.67,106.79,16.7
120515,2022-04-09 07:00:00,1187.79,110.99,17.1
120527,2022-04-09 08:00:00,1126.55,176.51,18.1
120539,2022-04-09 09:00:00,908.72,9.42,19.6
120551,2022-04-09 10:00:00,706.68,-27.28,21.4
120563,2022-04-09 11:00:00,523.45,-1.13,23.3
120575,2022-04-09 12:00:00,426.78,7.82,25.1
120587,2022-04-09 13:00:00,435.94,17.61,26.5
120599,2022-04-09 14:00:00,517.21,13.07,27.4
120611,2022-04-09 15:00:00,625.34,4.04,27.6
120623,2022-04-09 16:00:00,898.05,4.49,27.2
120635,2022-04-09 17:00:00,1232.2,161.93,26.4
120647,2022-04-09 18:00:00,1495.67,315.5,25.1
120659,2022-04-09 19:00:00,1569.08,254.2,23.6
120671,2022-04-09 20:00:00,1449.98,248.32,22.2
120683,2022-04-09 21:00:00,1373.69,229.81,20.9
120695,2022-04-09 22:00:00,1292.62,178.58,20.0
120707,2022-04-09 23:00:00,1234.06,199.82,19.4
120719,2022-04-10 00:00:00,1334.26,126.4,19.0
120731,2022-04-10 01:00:00,1297.19,114.36,21.0
120743,2022-04-10 02:00:00,1213.24,111.9,20.6
120755,2022-04-10 03:00:00,1180.53,10.48,20.0
120767,2022-04-10 04:00:00,1174.64,9.76,19.3
120779,2022-04-10 05:00:00,1153.28,-35.95,18.8
120791,2022-04-10 06:00:00,1194.74,9.0,18.6
120803,2022-04-10 07:00:00,1237.64,-2.94,19.1
120815,2022-04-10 08:00:00,1106.93,-37.98,20.1
120827,2022-04-10 09:00:00,940.29,-34.49,21.8
120839,2022-04-10 10:00:00,718.47,-41.07,23.9
120851,2022-04-10 11:00:00,661.23,-46.91,26.1
120863,2022-04-10 12:00:00,766.3,-43.5,28.1
120875,2022-04-10 13:00:00,736.08,-45.76,29.6
120887,2022-04-10 14:00:00,1018.55,2.66,30.6
120899,2022-04-10 15:00:00,1003.72,9.63,30.9
120911,2022-04-10 16:00:00,1157.54,60.77,30.5
120923,2022-04-10 17:00:00,1300.62,286.14,29.5
120935,2022-04-10 18:00:00,1549.9,281.42,28.0
120947,2022-04-10 19:00:00,1580.01,148.99,26.4
120959,2022-04-10 20:00:00,1518.14,199.37,24.8
120971,2022-04-10 21:00:00,1439.61,255.18,23.4
120983,2022-04-10 22:00:00,1377.18,219.01,22.4
120995,2022-04-10 23:00:00,1331.76,149.76,21.7
121007,2022-04-11 00:00:00,1455.14,220.39,21.2
121019,2022-04-11 01:00:00,1418.26,148.99,17.8
121031,2022-04-11 02:00:00,1329.46,151.61,17.4
121043,2022-04-11 03:00:00,1238.81,148.99,16.9
121055,2022-04-11 04:00:00,1240.11,149.21,16.3
121067,2022-04-11 05:00:00,1209.17,86.5,15.9
121079,2022-04-11 06:00:00,1298.89,143.9,15.7
121091,2022-04-11 07:00:00,1407.62,250.06,16.1
121103,2022-04-11 08:00:00,1398.79,191.05,17.0
121115,2022-04-11 09:00:00,1279.13,156.64,18.4
121127,2022-04-11 10:00:00,1090.32,71.39,20.2
121139,2022-04-11 11:00:00,952.61,52.29,22.0
121151,2022-04-11 12:00:00,1017.39,65.92,23.7
121163,2022-04-11 13:00:00,976.66,81.45,25.1
121175,2022-04-11 14:00:00,995.38,56.74,25.9
121187,2022-04-11 15:00:00,1035.63,132.98,26.1
121199,2022-04-11 16:00:00,1290.67,242.51,25.8
121211,2022-04-11 17:00:00,1495.34,179.47,24.9
121223,2022-04-11 18:00:00,1661.71,269.0,23.7
121235,2022-04-11 19:00:00,1738.11,213.23,22.3
121247,2022-04-11 20:00:00,1644.12,248.0,20.9
121259,2022-04-11 21:00:00,1531.45,202.13,19.8
121271,2022-04-11 22:00:00,1453.38,149.99,18.9
121283,2022-04-11 23:00:00,1366.88,149.42,18.3
121295,2022-04-12 00:00:00,1473.76,148.99,17.9
121307,2022-04-12 01:00:00,1442.55,139.28,16.2
121319,2022-04-12 02:00:00,1324.68,21.52,15.9
121331,2022-04-12 03:00:00,1259.56,20.99,15.4
121343,2022-04-12 04:00:00,1217.63,56.32,14.9
121355,2022-04-12 05:00:00,1231.41,3.1,14.5
121367,2022-04-12 06:00:00,1266.01,52.02,14.3
121379,2022-04-12 07:00:00,1367.68,172.94,14.7
121391,2022-04-12 08:00:00,1387.55,113.32,15.5
121403,2022-04-12 09:00:00,1284.26,142.37,16.8
121415,2022-04-12 10:00:00,1219.16,99.8,18.4
121427,2022-04-12 11:00:00,1229.18,66.94,20.1
121439,2022-04-12 12:00:00,1083.34,90.47,21.7
121451,2022-04-12 13:00:00,1019.84,69.29,23.0
121463,2022-04-12 14:00:00,1142.63,102.88,23.7
121475,2022-04-12 15:00:00,1267.36,227.5,23.9
121487,2022-04-12 16:00:00,1399.35,159.54,23.6
121499,2022-04-12 17:00:00,1445.36,-45.0,22.8
121511,2022-04-12 18:00:00,1626.85,261.72,21.7
121523,2022-04-12 19:00:00,1713.78,280.4,20.4
121535,2022-04-12 20:00:00,1634.09,221.33,19.1
121547,2022-04-12 21:00:00,1564.62,149.99,18.1
121559,2022-04-12 22:00:00,1477.72,86.5,17.3
121571,2022-04-12 23:00:00,1399.13,83.64,16.7
121583,2022-04-13 00:00:00,1517.52,148.06,16.4
121595,2022-04-13 01:00:00,1483.78,149.19,15.2
121607,2022-04-13 02:00:00,1378.41,31.5,14.9
121619,2022-04-13 03:00:00,1267.64,86.5,14.4
121631,2022-04-13 04:00:00,1247.08,63.36,13.9
121643,2022-04-13 05:00:00,1244.61,78.8,13.5
121655,2022-04-13 06:00:00,1293.33,33.74,13.4
121667,2022-04-13 07:00:00,1443.85,119.37,13.7
121679,2022-04-13 08:00:00,1389.3,96.86,14.5
121691,2022-04-13 09:00:00,1150.03,17.34,15.8
121703,2022-04-13 10:00:00,870.63,-5.36,17.3
121715,2022-04-13 11:00:00,746.4,8.09,18.9
121727,2022-04-13 12:00:00,604.47,57.89,20.4
121739,2022-04-13 13:00:00,579.98,76.86,21.6
121751,2022-04-13 14:00:00,622.66,106.41,22.3
121763,2022-04-13 15:00:00,800.63,84.76,22.5
121775,2022-04-13 16:00:00,1027.21,97.55,22.2
121787,2022-04-13 17:00:00,1317.11,335.7,21.4
121799,2022-04-13 18:00:00,1668.83,266.94,20.4
121811,2022-04-13 19:00:00,1714.62,186.45,19.1
121823,2022-04-13 20:00:00,1649.33,141.73,18.0
121835,2022-04-13 21:00:00,1544.95,148.99,16.9
121847,2022-04-13 22:00:00,1498.5,118.04,16.2
121859,2022-04-13 23:00:00,1432.8,130.95,15.7
121871,2022-04-14 00:00:00,1500.36,133.91,15.4
121883,2022-04-14 01:00:00,1466.66,135.06,17.1
121895,2022-04-14 02:00:00,1387.03,115.03,16.7
121907,2022-04-14 03:00:00,1316.2,99.24,16.2
121919,2022-04-14 04:00:00,1269.6,80.28,15.6
121931,2022-04-14 05:00:00,1251.49,102.08,15.2
121943,2022-04-14 06:00:00,1293.71,135.39,15.0
121955,2022-04-14 07:00:00,1395.87,123.46,15.4
121967,2022-04-14 08:00:00,1433.76,75.64,16.2
121979,2022-04-14 09:00:00,1305.62,20.87,17.6
121991,2022-04-14 10:00:00,1224.53,10.24,19.4
122003,2022-04-14 11:00:00,1302.77,0.0,21.2
122015,2022-04-14 12:00:00,1335.18,299.4,22.9
122027,2022-04-14 13:00:00,1313.29,36.27,24.2
122039,2022-04-14 14:00:00,1250.37,115.53,25.0
122051,2022-04-14 15:00:00,1322.61,207.81,25.2
122063,2022-04-14 16:00:00,1383.44,344.91,24.9
122075,2022-04-14 17:00:00,1502.49,342.61,24.0
122087,2022-04-14 18:00:00,1618.72,367.74,22.8
122099,2022-04-14 19:00:00,1630.66,187.67,21.5
122111,2022-04-14 20:00:00,1574.98,163.5,20.1
122123,2022-04-14 21:00:00,1524.41,151.81,19.0
122135,2022-04-14 22:00:00,1475.18,137.48,18.1
122147,2022-04-14 23:00:00,1419.12,294.45,17.6
122159,2022-04-15 00:00:00,1471.56,149.96,17.2
122171,2022-04-15 01:00:00,1400.56,278.81,17.8
122183,2022-04-15 02:00:00,1299.22,140.16,17.3
122195,2022-04-15 03:00:00,1255.61,379.95,16.8
122207,2022-04-15 04:00:00,1224.37,124.72,16.2
122219,2022-04-15 05:00:00,1195.77,124.04,15.7
122231,2022-04-15 06:00:00,1208.5,141.67,15.6
122243,2022-04-15 07:00:00,1214.99,94.74,16.0
122255,2022-04-15 08:00:00,1210.95,379.95,16.9
122267,2022-04-15 09:00:00,1140.25,116.99,18.3
122279,2022-04-15 10:00:00,1050.42,84.38,20.1
122291,2022-04-15 11:00:00,805.49,72.2,22.1
122303,2022-04-15 12:00:00,670.74,20.63,23.8
122315,2022-04-15 13:00:00,519.12,23.82,25.2
122327,2022-04-15 14:00:00,529.58,75.17,26.1
122339,2022-04-15 15:00:00,706.43,82.32,26.3
122351,2022-04-15 16:00:00,883.08,170.12,25.9
122363,2022-04-15 17:00:00,1156.41,299.26,25.0
122375,2022-04-15 18:00:00,1466.25,248.0,23.8
122387,2022-04-15 19:00:00,1535.17,203.36,22.4
122399,2022-04-15 20:00:00,1456.47,204.03,21.0
122411,2022-04-15 21:00:00,1384.75,186.57,19.8
122423,2022-04-15 22:00:00,1352.86,148.99,18.9
122435,2022-04-15 23:00:00,1303.06,140.42,18.3
122447,2022-04-16 00:00:00,1394.56,144.51,17.9
122459,2022-04-16 01:00:00,1347.59,155.58,17.5
122471,2022-04-16 02:00:00,1246.72,154.71,17.1
122483,2022-04-16 03:00:00,1182.37,151.4,16.5
122495,2022-04-16 04:00:00,1153.65,136.0,16.0
122507,2022-04-16 05:00:00,1156.69,172.46,15.5
122519,2022-04-16 06:00:00,1178.65,150.89,15.3
122531,2022-04-16 07:00:00,1202.12,172.94,15.7
122543,2022-04-16 08:00:00,1124.48,73.35,16.6
122555,2022-04-16 09:00:00,930.33,20.6,18.0
122567,2022-04-16 10:00:00,706.73,23.89,19.8
122579,2022-04-16 11:00:00,555.06,0.5,21.7
122591,2022-04-16 12:00:00,497.66,18.8,23.5
122603,2022-04-16 13:00:00,475.1,14.75,24.9
122615,2022-04-16 14:00:00,551.83,33.13,25.7
122627,2022-04-16 15:00:00,727.57,48.57,26.0
122639,2022-04-16 16:00:00,963.67,131.4,25.6
122651,2022-04-16 17:00:00,1352.15,321.0,24.7
122663,2022-04-16 18:00:00,1554.1,227.09,23.5
122675,2022-04-16 19:00:00,1584.37,157.48,22.0
122687,2022-04-16 20:00:00,1504.9,152.43,20.7
122699,2022-04-16 21:00:00,1405.96,142.91,19.5
122711,2022-04-16 22:00:00,1353.86,106.13,18.6
122723,2022-04-16 23:00:00,1335.45,84.61,18.0
122735,2022-04-17 00:00:00,1453.02,37.58,17.6
122747,2022-04-17 01:00:00,1420.7,0.0,18.1
122759,2022-04-17 02:00:00,1315.99,-38.49,17.7
122771,2022-04-17 03:00:00,1278.42,-38.49,17.1
122783,2022-04-17 04:00:00,1236.44,-45.0,16.5
122795,2022-04-17 05:00:00,1226.11,-42.5,16.0
122807,2022-04-17 06:00:00,1235.32,-38.49,15.9
122819,2022-04-17 07:00:00,1214.18,0.0,16.2
122831,2022-04-17 08:00:00,1154.33,-45.0,17.2
122843,2022-04-17 09:00:00,1068.21,-42.5,18.7
122855,2022-04-17 10:00:00,1025.6,-43.7,20.6
122867,2022-04-17 11:00:00,903.47,-53.0,22.6
122879,2022-04-17 12:00:00,941.16,-41.65,24.4
122891,2022-04-17 13:00:00,1112.3,-50.09,25.8
122903,2022-04-17 14:00:00,1273.83,-29.12,26.7
122915,2022-04-17 15:00:00,1240.23,10.45,27.0
122927,2022-04-17 16:00:00,1245.58,278.81,26.6
122939,2022-04-17 17:00:00,1383.47,247.0,25.7
122951,2022-04-17 18:00:00,1450.63,149.99,24.3
122963,2022-04-17 19:00:00,1512.68,149.42,22.9
122975,2022-04-17 20:00:00,1444.59,137.89,21.4
122987,2022-04-17 21:00:00,1386.38,133.75,20.2
122999,2022-04-17 22:00:00,1357.78,139.02,19.3
123011,2022-04-17 23:00:00,1290.41,129.8,18.7
123023,2022-04-18 00:00:00,1444.8,140.03,18.3
123035,2022-04-18 01:00:00,1383.86,135.89,15.4
123047,2022-04-18 02:00:00,1288.56,136.18,15.0
123059,2022-04-18 03:00:00,1213.76,122.34,14.6
123071,2022-04-18 04:00:00,1181.59,127.26,14.0
123083,2022-04-18 05:00:00,1166.66,135.4,13.6
123095,2022-04-18 06:00:00,1168.31,150.23,13.5
123107,2022-04-18 07:00:00,1209.48,149.99,13.8
123119,2022-04-18 08:00:00,1213.04,180.44,14.6
123131,2022-04-18 09:00:00,1125.88,226.14,15.9
123143,2022-04-18 10:00:00,1036.9,204.94,17.5
123155,2022-04-18 11:00:00,1035.25,150.58,19.2
123167,2022-04-18 12:00:00,965.92,134.97,20.8
123179,2022-04-18 13:00:00,1090.14,226.91,22.0
123191,2022-04-18 14:00:00,1160.79,149.99,22.8
123203,2022-04-18 15:00:00,1262.22,162.5,23.0
123215,2022-04-18 16:00:00,1344.86,209.97,22.6
123227,2022-04-18 17:00:00,1387.76,264.01,21.8
123239,2022-04-18 18:00:00,1523.31,262.82,20.7
123251,2022-04-18 19:00:00,1570.42,229.12,19.5
123263,2022-04-18 20:00:00,1467.22,194.74,18.2
123275,2022-04-18 21:00:00,1396.78,197.28,17.2
123287,2022-04-18 22:00:00,1338.96,212.42,16.4
123299,2022-04-18 23:00:00,1280.3,221.78,15.9
123311,2022-04-19 00:00:00,1400.52,223.08,15.6
123323,2022-04-19 01:00:00,1380.45,224.73,13.4
123335,2022-04-19 02:00:00,1251.4,147.66,13.1
123347,2022-04-19 03:00:00,1218.63,135.95,12.7
123359,2022-04-19 04:00:00,1190.2,136.34,12.2
123371,2022-04-19 05:00:00,1173.19,141.22,11.9
123383,2022-04-19 06:00:00,1211.18,169.2,11.7
123395,2022-04-19 07:00:00,1321.61,148.99,12.0
123407,2022-04-19 08:00:00,1336.41,269.97,12.7
123419,2022-04-19 09:00:00,1274.27,259.52,13.8
123431,2022-04-19 10:00:00,1008.92,109.65,15.3
123443,2022-04-19 11:00:00,809.93,247.82,16.8
123455,2022-04-19 12:00:00,811.49,148.99,18.1
123467,2022-04-19 13:00:00,653.51,116.14,19.2
123479,2022-04-19 14:00:00,628.01,-89.0,19.9
123491,2022-04-19 15:00:00,760.24,-89.0,20.1
123503,2022-04-19 16:00:00,981.7,-89.0,19.8
123515,2022-04-19 17:00:00,1282.58,213.99,19.1
123527,2022-04-19 18:00:00,1641.69,245.36,18.1
123539,2022-04-19 19:00:00,1660.49,182.06,17.0
123551,2022-04-19 20:00:00,1583.69,253.44,15.9
123563,2022-04-19 21:00:00,1507.95,195.97,15.0
123575,2022-04-19 22:00:00,1456.91,214.29,14.3
123587,2022-04-19 23:00:00,1364.0,133.12,13.9
123599,2022-04-20 00:00:00,1459.01,116.99,13.6
123611,2022-04-20 01:00:00,1429.06,116.99,15.4
123623,2022-04-20 02:00:00,1318.09,76.08,15.0
123635,2022-04-20 03:00:00,1229.8,42.83,14.5
123647,2022-04-20 04:00:00,1214.31,101.75,14.0
123659,2022-04-20 05:00:00,1183.34,124.15,13.5
123671,2022-04-20 06:00:00,1225.22,152.49,13.4
123683,2022-04-20 07:00:00,1321.99,195.89,13.7
123695,2022-04-20 08:00:00,1422.07,184.14,14.5
123707,2022-04-20 09:00:00,1405.64,206.2,15.8
123719,2022-04-20 10:00:00,1187.3,176.47,17.4
123731,2022-04-20 11:00:00,1076.15,140.1,19.2
123743,2022-04-20 12:00:00,953.17,76.88,20.7
123755,2022-04-20 13:00:00,951.48,139.52,22.0
123767,2022-04-20 14:00:00,894.0,99.81,22.8
123779,2022-04-20 15:00:00,902.84,178.75,23.0
123791,2022-04-20 16:00:00,1035.19,200.91,22.6
123803,2022-04-20 17:00:00,1306.09,306.15,21.8
123815,2022-04-20 18:00:00,1590.81,323.77,20.7
123827,2022-04-20 19:00:00,1676.65,327.89,19.4
123839,2022-04-20 20:00:00,1607.1,302.65,18.2
123851,2022-04-20 21:00:00,1535.43,279.78,17.1
123863,2022-04-20 22:00:00,1476.81,277.76,16.4
123875,2022-04-20 23:00:00,1376.5,232.13,15.8
123887,2022-04-21 00:00:00,1503.88,218.03,15.5
123899,2022-04-21 01:00:00,1454.35,267.81,14.0
123911,2022-04-21 02:00:00,1320.93,231.64,13.6
123923,2022-04-21 03:00:00,1271.18,248.0,13.2
123935,2022-04-21 04:00:00,1236.6,224.68,12.7
123947,2022-04-21 05:00:00,1216.25,248.0,12.3
123959,2022-04-21 06:00:00,1243.68,301.02,12.1
123971,2022-04-21 07:00:00,1356.51,307.12,12.4
123983,2022-04-21 08:00:00,1405.35,200.99,13.2
123995,2022-04-21 09:00:00,1250.25,148.99,14.3
124007,2022-04-21 10:00:00,992.21,137.3,15.8
124019,2022-04-21 11:00:00,947.58,152.8,17.4
124031,2022-04-21 12:00:00,1046.43,159.34,18.9
124043,2022-04-21 13:00:00,1068.56,182.82,20.0
124055,2022-04-21 14:00:00,1109.17,144.27,20.7
124067,2022-04-21 15:00:00,1138.84,328.06,20.9
124079,2022-04-21 16:00:00,1310.54,264.56,20.6
124091,2022-04-21 17:00:00,1468.89,318.93,19.9
124103,2022-04-21 18:00:00,1643.94,312.33,18.8
124115,2022-04-21 19:00:00,1718.13,255.49,17.7
124127,2022-04-21 20:00:00,1685.5,164.36,16.5
124139,2022-04-21 21:00:00,1595.5,154.23,15.6
124151,2022-04-21 22:00:00,1486.91,131.86,14.9
124163,2022-04-21 23:00:00,1391.43,139.46,14.4
124175,2022-04-22 00:00:00,1475.23,140.65,14.1
124187,2022-04-22 01:00:00,1450.89,137.75,14.9
124199,2022-04-22 02:00:00,1307.38,97.35,14.5
124211,2022-04-22 03:00:00,1247.61,124.64,14.1
124223,2022-04-22 04:00:00,1188.75,111.94,13.5
124235,2022-04-22 05:00:00,1180.59,126.05,13.1
124247,2022-04-22 06:00:00,1260.11,131.98,13.0
124259,2022-04-22 07:00:00,1347.97,149.99,13.2
124271,2022-04-22 08:00:00,1394.96,149.99,14.0
124283,2022-04-22 09:00:00,1344.02,53.83,15.3
124295,2022-04-22 10:00:00,1091.74,18.44,16.9
124307,2022-04-22 11:00:00,929.44,17.17,18.6
124319,2022-04-22 12:00:00,1051.52,19.65,20.2
124331,2022-04-22 13:00:00,1019.1,125.52,21.4
124343,2022-04-22 14:00:00,938.41,123.65,22.2
124355,2022-04-22 15:00:00,845.26,27.44,22.4
124367,2022-04-22 16:00:00,984.29,29.39,22.1
124379,2022-04-22 17:00:00,1285.48,285.12,21.3
124391,2022-04-22 18:00:00,1600.5,274.62,20.1
124403,2022-04-22 19:00:00,1690.04,205.29,18.9
124415,2022-04-22 20:00:00,1623.15,134.5,17.7
124427,2022-04-22 21:00:00,1563.82,124.07,16.6
124439,2022-04-22 22:00:00,1486.7,117.22,15.9
124451,2022-04-22 23:00:00,1427.57,127.07,15.4
124463,2022-04-23 00:00:00,1487.55,139.17,15.0
124475,2022-04-23 01:00:00,1452.35,145.77,15.5
124487,2022-04-23 02:00:00,1324.34,135.4,15.2
124499,2022-04-23 03:00:00,1230.28,151.95,14.7
124511,2022-04-23 04:00:00,1192.14,145.42,14.1
124523,2022-04-23 05:00:00,1184.99,136.95,13.7
124535,2022-04-23 06:00:00,1217.91,146.19,13.5
124547,2022-04-23 07:00:00,1266.58,216.89,13.8
124559,2022-04-23 08:00:00,1248.37,121.36,14.6
124571,2022-04-23 09:00:00,1052.4,-81.0,16.0
124583,2022-04-23 10:00:00,853.73,-93.61,17.6
124595,2022-04-23 11:00:00,667.45,-89.0,19.4
124607,2022-04-23 12:00:00,543.33,-89.0,21.1
124619,2022-04-23 13:00:00,473.12,-53.0,22.4
124631,2022-04-23 14:00:00,500.14,-53.0,23.2
124643,2022-04-23 15:00:00,685.69,-49.01,23.4
124655,2022-04-23 16:00:00,900.32,-42.5,23.0
124667,2022-04-23 17:00:00,1165.13,241.61,22.2
124679,2022-04-23 18:00:00,1450.21,222.55,21.0
124691,2022-04-23 19:00:00,1547.38,128.74,19.7
124703,2022-04-23 20:00:00,1499.99,125.75,18.5
124715,2022-04-23 21:00:00,1447.91,128.34,17.4
124727,2022-04-23 22:00:00,1387.79,118.85,16.6
124739,2022-04-23 23:00:00,1348.36,120.93,16.1
124751,2022-04-24 00:00:00,1423.42,127.77,15.7
124763,2022-04-24 01:00:00,1405.31,130.6,19.2
124775,2022-04-24 02:00:00,1296.36,107.06,18.7
124787,2022-04-24 03:00:00,1243.36,109.28,18.1
124799,2022-04-24 04:00:00,1188.67,114.83,17.4
124811,2022-04-24 05:00:00,1167.72,116.47,16.8
124823,2022-04-24 06:00:00,1199.19,119.99,16.6
124835,2022-04-24 07:00:00,1212.77,123.14,17.0
124847,2022-04-24 08:00:00,1182.38,31.12,18.0
124859,2022-04-24 09:00:00,1021.86,-44.98,19.7
124871,2022-04-24 10:00:00,845.01,-49.01,21.8
124883,2022-04-24 11:00:00,724.22,-93.61,24.0
124895,2022-04-24 12:00:00,609.37,-99.9,26.1
124907,2022-04-24 13:00:00,663.76,-99.9,27.7
124919,2022-04-24 14:00:00,785.28,-49.01,28.7
124931,2022-04-24 15:00:00,824.28,-99.9,29.0
124943,2022-04-24 16:00:00,998.93,64.82,28.5
124955,2022-04-24 17:00:00,1306.09,194.16,27.5
124967,2022-04-24 18:00:00,1491.11,285.24,26.0
124979,2022-04-24 19:00:00,1467.33,183.87,24.4
124991,2022-04-24 20:00:00,1425.03,152.85,22.8
125003,2022-04-24 21:00:00,1376.21,134.36,21.5
125015,2022-04-24 22:00:00,1310.4,124.43,20.5
125027,2022-04-24 23:00:00,1269.13,129.52,19.8
125039,2022-04-25 00:00:00,1388.52,139.29,19.4
125051,2022-04-25 01:00:00,1376.4,139.72,17.7
125063,2022-04-25 02:00:00,1271.97,126.4,17.2
125075,2022-04-25 03:00:00,1206.72,112.79,16.6
125087,2022-04-25 04:00:00,1183.51,99.62,16.0
125099,2022-04-25 05:00:00,1169.27,116.99,15.5
125111,2022-04-25 06:00:00,1186.95,141.76,15.3
125123,2022-04-25 07:00:00,1202.63,143.42,15.6
125135,2022-04-25 08:00:00,1153.25,125.69,16.6
125147,2022-04-25 09:00:00,1095.94,144.78,18.1
125159,2022-04-25 10:00:00,1052.16,136.17,20.0
125171,2022-04-25 11:00:00,948.0,49.13,22.1
125183,2022-04-25 12:00:00,882.44,49.15,24.0
125195,2022-04-25 13:00:00,839.4,55.08,25.5
125207,2022-04-25 14:00:00,930.62,102.56,26.5
125219,2022-04-25 15:00:00,932.72,15.86,26.7
125231,2022-04-25 16:00:00,1097.77,133.06,26.3
125243,2022-04-25 17:00:00,1249.53,181.24,25.3
125255,2022-04-25 18:00:00,1474.8,271.8,24.0
125267,2022-04-25 19:00:00,1561.4,182.8,22.4
125279,2022-04-25 20:00:00,1496.5,119.61,21.0
125291,2022-04-25 21:00:00,1419.99,99.92,19.8
125303,2022-04-25 22:00:00,1364.55,97.71,18.9
125315,2022-04-25 23:00:00,1339.38,132.04,18.3
125327,2022-04-26 00:00:00,1417.98,129.18,17.8
125339,2022-04-26 01:00:00,1399.05,94.01,17.4
125351,2022-04-26 02:00:00,1300.58,107.74,16.9
125363,2022-04-26 03:00:00,1223.13,84.19,16.3
125375,2022-04-26 04:00:00,1195.17,84.87,15.7
125387,2022-04-26 05:00:00,1188.89,114.8,15.2
125399,2022-04-26 06:00:00,1235.18,122.3,15.0
125411,2022-04-26 07:00:00,1363.14,244.77,15.3
125423,2022-04-26 08:00:00,1401.24,148.99,16.3
125435,2022-04-26 09:00:00,1331.56,134.42,17.8
125447,2022-04-26 10:00:00,1299.03,111.53,19.7
125459,2022-04-26 11:00:00,1273.86,86.5,21.7
125471,2022-04-26 12:00:00,1288.99,111.2,23.6
125483,2022-04-26 13:00:00,1336.31,290.48,25.1
125495,2022-04-26 14:00:00,1368.49,312.34,26.0
125507,2022-04-26 15:00:00,1368.04,258.22,26.3
125519,2022-04-26 16:00:00,1407.79,296.1,25.9
125531,2022-04-26 17:00:00,1425.57,294.35,24.9
125543,2022-04-26 18:00:00,1583.0,308.0,23.6
125555,2022-04-26 19:00:00,1703.19,308.93,22.1
125567,2022-04-26 20:00:00,1604.8,284.2,20.6
125579,2022-04-26 21:00:00,1500.38,201.89,19.4
125591,2022-04-26 22:00:00,1439.15,190.18,18.5
125603,2022-04-26 23:00:00,1367.49,246.34,17.9
125615,2022-04-27 00:00:00,1463.69,335.5,17.5
125627,2022-04-27 01:00:00,1440.63,231.41,15.8
125639,2022-04-27 02:00:00,1284.63,200.97,15.4
125651,2022-04-27 03:00:00,1234.76,229.37,14.9
125663,2022-04-27 04:00:00,1189.43,331.34,14.3
125675,2022-04-27 05:00:00,1192.59,380.0,13.8
125687,2022-04-27 06:00:00,1226.84,337.94,13.6
125699,2022-04-27 07:00:00,1305.92,379.95,13.9
125711,2022-04-27 08:00:00,1361.01,241.52,14.8
125723,2022-04-27 09:00:00,1197.15,212.66,16.1
125735,2022-04-27 10:00:00,995.61,200.97,17.9
125747,2022-04-27 11:00:00,1052.4,202.87,19.8
125759,2022-04-27 12:00:00,1165.28,202.81,21.5
125771,2022-04-27 13:00:00,1294.9,161.24,22.9
125783,2022-04-27 14:00:00,1325.33,184.04,23.7
125795,2022-04-27 15:00:00,1256.24,233.95,23.9
125807,2022-04-27 16:00:00,1271.5,313.19,23.6
125819,2022-04-27 17:00:00,1392.0,298.35,22.7
125831,2022-04-27 18:00:00,1593.6,313.1,21.5
125843,2022-04-27 19:00:00,1647.02,291.76,20.1
125855,2022-04-27 20:00:00,1538.62,280.57,18.8
125867,2022-04-27 21:00:00,1479.77,215.12,17.7
125879,2022-04-27 22:00:00,1429.38,200.5,16.9
125891,2022-04-27 23:00:00,1326.6,200.97,16.3
125903,2022-04-28 00:00:00,1438.09,202.62,15.9
125915,2022-04-28 01:00:00,1426.29,198.63,19.4
125927,2022-04-28 02:00:00,1312.49,200.99,18.9
125939,2022-04-28 03:00:00,1247.44,200.99,18.2
125951,2022-04-28 04:00:00,1194.26,144.51,17.5
125963,2022-04-28 05:00:00,1199.5,182.4,16.9
125975,2022-04-28 06:00:00,1240.06,234.17,16.7
125987,2022-04-28 07:00:00,1336.71,221.06,17.1
125999,2022-04-28 08:00:00,1418.57,170.43,18.1
126011,2022-04-28 09:00:00,1346.67,195.5,19.8
126023,2022-04-28 10:00:00,1060.47,20.63,22.0
126035,2022-04-28 11:00:00,1043.52,20.63,24.3
126047,2022-04-28 12:00:00,982.4,0.0,26.5
126059,2022-04-28 13:00:00,741.44,-45.42,28.2
126071,2022-04-28 14:00:00,815.72,-45.42,29.2
126083,2022-04-28 15:00:00,977.6,-38.49,29.5
126095,2022-04-28 16:00:00,1223.27,71.42,29.0
126107,2022-04-28 17:00:00,1517.77,218.98,27.9
126119,2022-04-28 18:00:00,1719.94,241.58,26.4
126131,2022-04-28 19:00:00,1741.98,200.97,24.7
126143,2022-04-28 20:00:00,1657.95,161.34,23.1
126155,2022-04-28 21:00:00,1584.08,151.17,21.7
126167,2022-04-28 22:00:00,1495.2,104.76,20.7
126179,2022-04-28 23:00:00,1408.03,90.34,20.0
126191,2022-04-29 00:00:00,1489.11,113.82,19.6
126203,2022-04-29 01:00:00,1462.24,143.64,16.6
126215,2022-04-29 02:00:00,1298.89,139.99,16.2
126227,2022-04-29 03:00:00,1222.18,201.34,15.6
126239,2022-04-29 04:00:00,1201.79,190.88,15.0
126251,2022-04-29 05:00:00,1225.46,295.44,14.5
126263,2022-04-29 06:00:00,1253.93,200.92,14.3
126275,2022-04-29 07:00:00,1405.73,274.6,14.6
