,SETTLEMENTDATE,TOTALDEMAND,RRP,Tempreture
33903,2019-12-08 08:00:00,929.75,10.54,22.3
33905,2019-12-08 09:00:00,826.98,16.89,24.0
33907,2019-12-08 10:00:00,777.03,9.84,25.9
33909,2019-12-08 11:00:00,742.06,21.42,27.6
33911,2019-12-08 12:00:00,820.5,11.14,29.2
33913,2019-12-08 13:00:00,924.51,32.32,30.3
33915,2019-12-08 14:00:00,1071.17,32.7,31.1
33917,2019-12-08 15:00:00,1277.65,70.52,31.4
33919,2019-12-08 16:00:00,1508.06,60.9,31.1
33921,2019-12-08 17:00:00,1757.69,72.53,30.3
33923,2019-12-08 18:00:00,1949.45,104.99,29.1
33925,2019-12-08 19:00:00,2064.72,130.84,27.6
33927,2019-12-08 20:00:00,1990.87,80.66,25.9
33929,2019-12-08 21:00:00,1855.15,64.27,24.5
33931,2019-12-08 22:00:00,1656.99,40.56,23.4
33933,2019-12-08 23:00:00,1491.65,54.49,22.6
33935,2019-12-09 00:00:00,1607.38,54.1,22.2
33937,2019-12-09 01:00:00,1461.36,40.58,18.5
33939,2019-12-09 02:00:00,1311.06,74.71,18.1
33941,2019-12-09 03:00:00,1228.93,44.59,17.7
33943,2019-12-09 04:00:00,1188.71,45.97,17.3
33945,2019-12-09 05:00:00,1206.74,52.28,17.1
33947,2019-12-09 06:00:00,1288.98,85.35,17.3
33949,2019-12-09 07:00:00,1440.42,65.45,17.9
33951,2019-12-09 08:00:00,1405.06,62.51,19.0
33953,2019-12-09 09:00:00,1294.82,66.99,20.5
33955,2019-12-09 10:00:00,1075.15,59.09,22.1
33957,2019-12-09 11:00:00,1093.54,56.28,23.6
33959,2019-12-09 12:00:00,1077.91,56.07,24.9
33961,2019-12-09 13:00:00,1166.86,65.65,25.9
33963,2019-12-09 14:00:00,1272.33,-67.46,26.5
33965,2019-12-09 15:00:00,1125.21,-63.38,26.7
33967,2019-12-09 16:00:00,1276.9,-72.97,26.5
33969,2019-12-09 17:00:00,1404.37,80.63,25.9
33971,2019-12-09 18:00:00,1457.69,73.21,24.8
33973,2019-12-09 19:00:00,1452.0,66.36,23.5
33975,2019-12-09 20:00:00,1492.67,67.25,22.1
33977,2019-12-09 21:00:00,1448.98,61.36,20.9
33979,2019-12-09 22:00:00,1376.81,58.25,20.0
33981,2019-12-09 23:00:00,1276.79,61.19,19.3
33983,2019-12-10 00:00:00,1425.32,63.7,18.9
33985,2019-12-10 01:00:00,1284.78,65.0,17.2
33987,2019-12-10 02:00:00,1155.93,56.64,16.9
33989,2019-12-10 03:00:00,1115.88,44.31,16.5
33991,2019-12-10 04:00:00,1103.04,46.59,16.1
33993,2019-12-10 05:00:00,1140.49,61.88,15.9
33995,2019-12-10 06:00:00,1234.61,68.85,16.1
33997,2019-12-10 07:00:00,1299.45,68.42,16.7
33999,2019-12-10 08:00:00,1152.2,53.55,17.8
34001,2019-12-10 09:00:00,1019.15,49.66,19.1
34003,2019-12-10 10:00:00,814.54,44.57,20.6
34005,2019-12-10 11:00:00,690.69,49.63,22.0
34007,2019-12-10 12:00:00,591.91,44.48,23.2
34009,2019-12-10 13:00:00,601.98,40.8,24.1
34011,2019-12-10 14:00:00,649.02,11.64,24.7
34013,2019-12-10 15:00:00,715.66,32.74,24.9
34015,2019-12-10 16:00:00,800.8,54.5,24.7
34017,2019-12-10 17:00:00,980.38,31.92,24.1
34019,2019-12-10 18:00:00,1181.41,31.97,23.1
34021,2019-12-10 19:00:00,1282.78,45.02,21.9
34023,2019-12-10 20:00:00,1330.73,49.17,20.6
34025,2019-12-10 21:00:00,1310.66,46.86,19.5
34027,2019-12-10 22:00:00,1212.34,43.69,18.6
34029,2019-12-10 23:00:00,1139.27,40.22,18.0
34031,2019-12-11 00:00:00,1300.72,56.1,17.6
34033,2019-12-11 01:00:00,1212.09,60.01,16.6
34035,2019-12-11 02:00:00,1106.15,43.46,16.3
34037,2019-12-11 03:00:00,1060.91,58.62,15.9
34039,2019-12-11 04:00:00,1045.16,59.72,15.5
34041,2019-12-11 05:00:00,1068.45,57.66,15.4
34043,2019-12-11 06:00:00,1166.96,85.07,15.5
34045,2019-12-11 07:00:00,1184.54,68.45,16.1
34047,2019-12-11 08:00:00,1030.87,73.05,17.1
34049,2019-12-11 09:00:00,873.72,60.39,18.4
34051,2019-12-11 10:00:00,739.5,73.53,19.8
34053,2019-12-11 11:00:00,637.25,65.87,21.1
34055,2019-12-11 12:00:00,622.26,48.41,22.3
34057,2019-12-11 13:00:00,635.19,49.43,23.2
34059,2019-12-11 14:00:00,650.87,49.27,23.7
34061,2019-12-11 15:00:00,730.55,50.78,24.0
34063,2019-12-11 16:00:00,875.2,47.94,23.8
34065,2019-12-11 17:00:00,1018.86,32.22,23.2
34067,2019-12-11 18:00:00,1212.88,43.31,22.2
34069,2019-12-11 19:00:00,1310.22,55.94,21.1
34071,2019-12-11 20:00:00,1308.27,61.55,19.9
34073,2019-12-11 21:00:00,1273.15,52.94,18.8
34075,2019-12-11 22:00:00,1225.69,49.79,17.9
34077,2019-12-11 23:00:00,1153.09,41.3,17.4
34079,2019-12-12 00:00:00,1284.4,41.34,17.0
34081,2019-12-12 01:00:00,1207.34,35.83,16.3
34083,2019-12-12 02:00:00,1090.63,21.69,15.9
34085,2019-12-12 03:00:00,1096.99,28.52,15.6
34087,2019-12-12 04:00:00,1098.56,32.26,15.2
34089,2019-12-12 05:00:00,1096.59,43.62,15.1
34091,2019-12-12 06:00:00,1188.25,48.91,15.2
34093,2019-12-12 07:00:00,1281.29,43.24,15.8
34095,2019-12-12 08:00:00,1164.16,34.89,16.7
34097,2019-12-12 09:00:00,991.64,29.81,18.0
34099,2019-12-12 10:00:00,802.08,35.84,19.4
34101,2019-12-12 11:00:00,705.7,30.79,20.7
34103,2019-12-12 12:00:00,650.93,30.12,21.8
34105,2019-12-12 13:00:00,617.68,28.61,22.7
34107,2019-12-12 14:00:00,699.42,27.2,23.2
34109,2019-12-12 15:00:00,712.52,25.59,23.4
34111,2019-12-12 16:00:00,837.04,20.86,23.3
34113,2019-12-12 17:00:00,1058.92,24.82,22.7
34115,2019-12-12 18:00:00,1188.1,32.12,21.8
34117,2019-12-12 19:00:00,1336.75,54.58,20.6
34119,2019-12-12 20:00:00,1402.83,65.42,19.4
34121,2019-12-12 21:00:00,1334.13,58.78,18.4
34123,2019-12-12 22:00:00,1284.01,47.29,17.5
34125,2019-12-12 23:00:00,1225.9,41.8,17.0
34127,2019-12-13 00:00:00,1409.88,59.08,16.6
34129,2019-12-13 01:00:00,1331.21,56.49,14.7
34131,2019-12-13 02:00:00,1206.82,43.6,14.4
34133,2019-12-13 03:00:00,1171.35,54.86,14.1
34135,2019-12-13 04:00:00,1157.76,52.36,13.7
34137,2019-12-13 05:00:00,1180.6,65.75,13.6
34139,2019-12-13 06:00:00,1257.16,71.08,13.7
34141,2019-12-13 07:00:00,1323.92,69.1,14.2
34143,2019-12-13 08:00:00,1259.66,50.02,15.1
34145,2019-12-13 09:00:00,1074.78,58.85,16.2
34147,2019-12-13 10:00:00,899.85,53.08,17.5
34149,2019-12-13 11:00:00,718.71,50.97,18.7
34151,2019-12-13 12:00:00,641.89,54.8,19.7
34153,2019-12-13 13:00:00,611.93,50.82,20.4
34155,2019-12-13 14:00:00,646.21,52.65,20.9
34157,2019-12-13 15:00:00,710.81,54.17,21.1
34159,2019-12-13 16:00:00,756.79,52.8,21.0
34161,2019-12-13 17:00:00,908.48,44.67,20.4
34163,2019-12-13 18:00:00,1099.34,34.68,19.6
34165,2019-12-13 19:00:00,1241.02,56.92,18.6
34167,2019-12-13 20:00:00,1316.07,68.87,17.5
34169,2019-12-13 21:00:00,1318.61,59.45,16.6
34171,2019-12-13 22:00:00,1305.03,69.71,15.8
34173,2019-12-13 23:00:00,1252.3,56.21,15.3
34175,2019-12-14 00:00:00,1437.76,63.58,15.0
34177,2019-12-14 01:00:00,1322.84,56.49,15.0
34179,2019-12-14 02:00:00,1209.87,49.58,14.7
34181,2019-12-14 03:00:00,1171.69,58.51,14.4
34183,2019-12-14 04:00:00,1136.73,49.14,14.0
34185,2019-12-14 05:00:00,1168.71,53.65,13.9
34187,2019-12-14 06:00:00,1202.05,92.05,14.0
34189,2019-12-14 07:00:00,1217.85,56.99,14.5
34191,2019-12-14 08:00:00,1160.97,53.42,15.4
34193,2019-12-14 09:00:00,1038.02,55.68,16.6
34195,2019-12-14 10:00:00,796.78,53.84,17.8
34197,2019-12-14 11:00:00,610.61,45.87,19.0
34199,2019-12-14 12:00:00,570.2,47.28,20.1
34201,2019-12-14 13:00:00,540.95,46.3,20.9
34203,2019-12-14 14:00:00,566.03,64.08,21.4
34205,2019-12-14 15:00:00,639.98,51.91,21.5
34207,2019-12-14 16:00:00,775.26,70.09,21.4
34209,2019-12-14 17:00:00,955.15,65.54,20.9
34211,2019-12-14 18:00:00,1158.08,82.13,20.0
34213,2019-12-14 19:00:00,1324.98,86.58,19.0
34215,2019-12-14 20:00:00,1384.41,101.05,17.9
34217,2019-12-14 21:00:00,1365.05,107.76,16.9
34219,2019-12-14 22:00:00,1320.18,79.28,16.2
34221,2019-12-14 23:00:00,1262.52,61.79,15.7
34223,2019-12-15 00:00:00,1434.37,75.28,15.3
34225,2019-12-15 01:00:00,1342.64,83.57,17.6
34227,2019-12-15 02:00:00,1239.71,60.89,17.3
34229,2019-12-15 03:00:00,1197.05,61.26,16.9
34231,2019-12-15 04:00:00,1167.41,58.28,16.5
34233,2019-12-15 05:00:00,1136.9,67.41,16.3
34235,2019-12-15 06:00:00,1127.16,57.89,16.5
34237,2019-12-15 07:00:00,1083.03,52.07,17.1
34239,2019-12-15 08:00:00,937.02,50.56,18.1
34241,2019-12-15 09:00:00,814.53,44.27,19.5
34243,2019-12-15 10:00:00,700.73,40.96,21.0
34245,2019-12-15 11:00:00,635.25,31.48,22.4
34247,2019-12-15 12:00:00,669.34,-152.04,23.6
34249,2019-12-15 13:00:00,707.25,19.89,24.5
34251,2019-12-15 14:00:00,741.09,5.9,25.1
34253,2019-12-15 15:00:00,863.74,23.07,25.3
34255,2019-12-15 16:00:00,984.24,39.96,25.1
34257,2019-12-15 17:00:00,1170.56,48.99,24.5
34259,2019-12-15 18:00:00,1384.66,72.35,23.5
34261,2019-12-15 19:00:00,1514.12,90.28,22.3
34263,2019-12-15 20:00:00,1553.78,81.05,21.0
34265,2019-12-15 21:00:00,1520.93,83.42,19.9
34267,2019-12-15 22:00:00,1438.79,61.65,19.0
34269,2019-12-15 23:00:00,1361.2,72.26,18.4
34271,2019-12-16 00:00:00,1521.25,124.43,18.0
34273,2019-12-16 01:00:00,1413.96,74.93,19.5
34275,2019-12-16 02:00:00,1293.0,73.28,19.1
34277,2019-12-16 03:00:00,1270.94,67.91,18.7
34279,2019-12-16 04:00:00,1244.81,66.03,18.3
34281,2019-12-16 05:00:00,1286.81,81.08,18.1
34283,2019-12-16 06:00:00,1363.99,80.42,18.3
34285,2019-12-16 07:00:00,1417.31,69.48,18.9
34287,2019-12-16 08:00:00,1348.42,67.01,20.1
34289,2019-12-16 09:00:00,1269.29,95.16,21.5
34291,2019-12-16 10:00:00,1184.68,72.41,23.2
34293,2019-12-16 11:00:00,1158.48,75.2,24.7
34295,2019-12-16 12:00:00,1202.59,70.29,26.1
34297,2019-12-16 13:00:00,1262.05,68.06,27.1
34299,2019-12-16 14:00:00,1359.89,68.44,27.7
34301,2019-12-16 15:00:00,1474.05,66.67,28.0
34303,2019-12-16 16:00:00,1658.35,68.92,27.8
34305,2019-12-16 17:00:00,1876.68,85.95,27.1
34307,2019-12-16 18:00:00,2058.65,94.34,26.0
34309,2019-12-16 19:00:00,2089.72,112.14,24.7
34311,2019-12-16 20:00:00,1935.39,85.91,23.3
34313,2019-12-16 21:00:00,1810.59,66.01,22.0
34315,2019-12-16 22:00:00,1630.91,59.48,21.0
34317,2019-12-16 23:00:00,1533.88,50.68,20.4
34319,2019-12-17 00:00:00,1647.31,57.52,19.9
34321,2019-12-17 01:00:00,1480.78,53.63,24.5
34323,2019-12-17 02:00:00,1374.44,47.3,24.1
34325,2019-12-17 03:00:00,1317.71,47.45,23.5
34327,2019-12-17 04:00:00,1302.88,50.47,23.0
34329,2019-12-17 05:00:00,1330.61,69.15,22.7
34331,2019-12-17 06:00:00,1429.48,69.43,23.0
34333,2019-12-17 07:00:00,1492.62,103.72,23.8
34335,2019-12-17 08:00:00,1459.73,81.34,25.2
34337,2019-12-17 09:00:00,1446.94,98.71,27.1
34339,2019-12-17 10:00:00,1455.61,64.16,29.1
34341,2019-12-17 11:00:00,1606.86,136.19,31.1
34343,2019-12-17 12:00:00,1727.84,116.71,32.7
34345,2019-12-17 13:00:00,1885.45,98.85,34.0
34347,2019-12-17 14:00:00,1997.05,84.84,34.8
34349,2019-12-17 15:00:00,2163.07,101.98,35.1
34351,2019-12-17 16:00:00,2401.97,132.06,34.9
34353,2019-12-17 17:00:00,2584.73,133.56,34.0
34355,2019-12-17 18:00:00,2712.56,128.09,32.7
34357,2019-12-17 19:00:00,2699.15,97.52,31.0
34359,2019-12-17 20:00:00,2546.56,103.59,29.2
34361,2019-12-17 21:00:00,2392.16,88.05,27.6
34363,2019-12-17 22:00:00,2170.26,67.8,26.4
34365,2019-12-17 23:00:00,1894.39,54.77,25.6
34367,2019-12-18 00:00:00,1955.59,64.45,25.1
34369,2019-12-18 01:00:00,1786.37,48.85,29.2
34371,2019-12-18 02:00:00,1660.35,39.73,28.7
34373,2019-12-18 03:00:00,1550.98,34.96,28.1
34375,2019-12-18 04:00:00,1454.5,34.35,27.4
34377,2019-12-18 05:00:00,1470.7,39.1,27.1
34379,2019-12-18 06:00:00,1523.85,55.13,27.4
34381,2019-12-18 07:00:00,1665.67,53.81,28.4
34383,2019-12-18 08:00:00,1767.77,44.91,30.1
34385,2019-12-18 09:00:00,1882.29,64.5,32.3
34387,2019-12-18 10:00:00,1994.38,72.86,34.7
34389,2019-12-18 11:00:00,2067.74,103.9,37.0
34391,2019-12-18 12:00:00,2137.61,104.1,39.0
34393,2019-12-18 13:00:00,2256.34,115.0,40.5
34395,2019-12-18 14:00:00,2384.08,122.24,41.5
34397,2019-12-18 15:00:00,2466.17,161.7,41.9
34399,2019-12-18 16:00:00,2621.8,171.0,41.6
34401,2019-12-18 17:00:00,2763.67,160.0,40.6
34403,2019-12-18 18:00:00,2867.37,178.45,39.0
34405,2019-12-18 19:00:00,2917.93,115.3,36.9
34407,2019-12-18 20:00:00,2751.27,116.25,34.8
34409,2019-12-18 21:00:00,2548.43,95.32,33.0
34411,2019-12-18 22:00:00,2270.18,79.4,31.5
34413,2019-12-18 23:00:00,1990.25,50.86,30.5
34415,2019-12-19 00:00:00,2004.16,78.27,29.9
34417,2019-12-19 01:00:00,1796.29,54.42,28.0
34419,2019-12-19 02:00:00,1636.61,40.73,27.5
34421,2019-12-19 03:00:00,1546.29,36.24,26.9
34423,2019-12-19 04:00:00,1482.14,29.47,26.3
34425,2019-12-19 05:00:00,1445.54,36.58,26.0
34427,2019-12-19 06:00:00,1547.1,48.55,26.2
34429,2019-12-19 07:00:00,1679.74,76.39,27.2
34431,2019-12-19 08:00:00,1769.5,99.49,28.8
34433,2019-12-19 09:00:00,1835.92,98.77,30.9
34435,2019-12-19 10:00:00,1891.54,99.62,33.2
34437,2019-12-19 11:00:00,1981.88,96.6,35.4
34439,2019-12-19 12:00:00,2096.82,85.12,37.3
34441,2019-12-19 13:00:00,2201.55,96.82,38.8
34443,2019-12-19 14:00:00,2349.09,98.7,39.7
34445,2019-12-19 15:00:00,2447.42,83.93,40.0
34447,2019-12-19 16:00:00,2652.51,115.0,39.7
34449,2019-12-19 17:00:00,2818.01,115.0,38.8
34451,2019-12-19 18:00:00,2999.1,269.03,37.3
34453,2019-12-19 19:00:00,3107.74,14700.0,35.4
34455,2019-12-19 20:00:00,3000.93,2590.0,33.4
34457,2019-12-19 21:00:00,2849.95,101.41,31.6
34459,2019-12-19 22:00:00,2600.89,75.51,30.2
34461,2019-12-19 23:00:00,2306.01,60.58,29.2
34463,2019-12-20 00:00:00,2322.8,54.53,28.7
34465,2019-12-20 01:00:00,2086.63,31.34,32.1
34467,2019-12-20 02:00:00,1956.15,38.12,31.5
34469,2019-12-20 03:00:00,1852.4,24.44,30.8
34471,2019-12-20 04:00:00,1793.38,21.81,30.1
34473,2019-12-20 05:00:00,1769.46,31.45,29.8
34475,2019-12-20 06:00:00,1851.27,37.29,30.1
